Zm00001d027230	Zm00001eb000010
Zm00001d028105	Zm00001eb007760
Zm00001d028107	Zm00001eb007770
Zm00001d028108	chr1_22898103_22898745_+
Zm00001d028109	Zm00001eb007780
Zm00001d028110	Zm00001eb007790
Zm00001d028111	Zm00001eb007800
Zm00001d028112	Zm00001eb007810
Zm00001d028113	Zm00001eb007820
Zm00001d028114	Zm00001eb007830
Zm00001d028115	Zm00001eb007840
Zm00001d028116	Zm00001eb007850
Zm00001d028117	Zm00001eb007860
Zm00001d028118	Zm00001eb007870
Zm00001d028119	chr1_23173726_23177739_+
Zm00001d028120	Zm00001eb007880
Zm00001d028122	Zm00001eb007900
Zm00001d028125	Zm00001eb007920
Zm00001d028127	chr1_23408204_23408779_+
Zm00001d028128	Zm00001eb007930
Zm00001d028128	Zm00001eb007940
Zm00001d028129	Zm00001eb007950
Zm00001d028130	Zm00001eb007960
Zm00001d028137	chr1_23697911_23698911_-
Zm00001d028138	chr1_23758973_23760603_-
Zm00001d028139	Zm00001eb008010
Zm00001d028140	Zm00001eb008030
Zm00001d028140	Zm00001eb008040
Zm00001d028141	chr1_23802092_23802966_-
Zm00001d028142	Zm00001eb008050
Zm00001d028143	Zm00001eb008060
Zm00001d028144	Zm00001eb008070
Zm00001d028150	chr1_23972192_23974742_-
Zm00001d028151	Zm00001eb008080
Zm00001d028152	Zm00001eb008090
Zm00001d028153	Zm00001eb008100
Zm00001d028154	chr1_24198741_24199685_+
Zm00001d028156	chr1_24278270_24279436_+
Zm00001d028159	Zm00001eb008130
Zm00001d028160	Zm00001eb008140
Zm00001d028161	Zm00001eb008150
Zm00001d028162	Zm00001eb008160
Zm00001d028164	Zm00001eb008170
Zm00001d028165	Zm00001eb008180
Zm00001d028167	Zm00001eb008200
Zm00001d028168	Zm00001eb008210
Zm00001d028168	Zm00001eb008220
Zm00001d028169	Zm00001eb008240
Zm00001d028170	Zm00001eb008250
Zm00001d028171	Zm00001eb008270
Zm00001d028172	Zm00001eb008280
Zm00001d028173	Zm00001eb008310
Zm00001d028174	chr1_25260202_25262105_+
Zm00001d028175	Zm00001eb008320
Zm00001d028176	Zm00001eb008330
Zm00001d028177	Zm00001eb008340
Zm00001d028178	Zm00001eb008350
Zm00001d028179	chr1_25341786_25342167_+
Zm00001d028180	Zm00001eb008360
Zm00001d028181	Zm00001eb008370
Zm00001d028182	Zm00001eb008380
Zm00001d028183	Zm00001eb008400
Zm00001d028184	Zm00001eb008410
Zm00001d028185	Zm00001eb008420
Zm00001d028186	Zm00001eb008430
Zm00001d028187	Zm00001eb008440
Zm00001d028188	Zm00001eb008450
Zm00001d028189	Zm00001eb008460
Zm00001d028191	Zm00001eb008470
Zm00001d028193	Zm00001eb008480
Zm00001d028194	Zm00001eb008490
Zm00001d028195	Zm00001eb008500
Zm00001d028196	Zm00001eb008510
Zm00001d028197	Zm00001eb008520
Zm00001d028198	chr1_25725346_25752252_-
Zm00001d028199	Zm00001eb008530
Zm00001d028200	Zm00001eb008540
Zm00001d028201	Zm00001eb008550
Zm00001d028202	Zm00001eb008560
Zm00001d028203	Zm00001eb008570
Zm00001d028204	Zm00001eb008580
Zm00001d028205	Zm00001eb008590
Zm00001d028206	Zm00001eb008600
Zm00001d028207	Zm00001eb008610
Zm00001d028208	Zm00001eb008620
Zm00001d028210	Zm00001eb008630
Zm00001d028211	Zm00001eb008640
Zm00001d028719	chr1_26297015_26298266_+
Zm00001d028213	Zm00001eb008650
Zm00001d028214	Zm00001eb008660
Zm00001d028215	chr1_26383696_26383974_-
Zm00001d028216	Zm00001eb008680
Zm00001d028217	Zm00001eb008690
Zm00001d028218	Zm00001eb008700
Zm00001d028219	Zm00001eb008710
Zm00001d028220	Zm00001eb008720
Zm00001d028221	Zm00001eb008730
Zm00001d028222	Zm00001eb008740
Zm00001d028225	Zm00001eb008750
Zm00001d028226	Zm00001eb008770
Zm00001d028227	Zm00001eb008780
Zm00001d028228	Zm00001eb008790
Zm00001d028229	Zm00001eb008800
Zm00001d028230	Zm00001eb008810
Zm00001d028231	Zm00001eb008830
Zm00001d028232	Zm00001eb008850
Zm00001d028233	Zm00001eb008860
Zm00001d028235	Zm00001eb008880
Zm00001d028237	Zm00001eb008890
Zm00001d028238	Zm00001eb008900
Zm00001d028240	Zm00001eb008910
Zm00001d028241	Zm00001eb008920
Zm00001d028243	Zm00001eb008930
Zm00001d028245	Zm00001eb008940
Zm00001d028244	Zm00001eb008950
Zm00001d028248	Zm00001eb008970
Zm00001d028249	Zm00001eb008980
Zm00001d028250	Zm00001eb008990
Zm00001d028252	Zm00001eb009010
Zm00001d028254	Zm00001eb009020
Zm00001d028255	Zm00001eb009050
Zm00001d028255	Zm00001eb009040
Zm00001d028256	Zm00001eb009060
Zm00001d028257	Zm00001eb009070
Zm00001d028258	Zm00001eb009080
Zm00001d028260	Zm00001eb009090
Zm00001d028261	Zm00001eb009100
Zm00001d028262	Zm00001eb009110
Zm00001d028263	Zm00001eb009120
Zm00001d028264	Zm00001eb009130
Zm00001d028265	Zm00001eb009140
Zm00001d028266	Zm00001eb009150
Zm00001d028267	Zm00001eb009160
Zm00001d028268	chr1_28439265_28439345_+
Zm00001d028269	Zm00001eb009170
Zm00001d028269	Zm00001eb009210
Zm00001d028270	Zm00001eb009230
Zm00001d028271	chr1_28506533_28508296_+
Zm00001d028272	Zm00001eb009240
Zm00001d028273	Zm00001eb009250
Zm00001d028274	Zm00001eb009260
Zm00001d028274	Zm00001eb009270
Zm00001d028275	Zm00001eb009290
Zm00001d028276	chr1_28610594_28611023_+
Zm00001d028277	chr1_28689804_28691913_+
Zm00001d028278	Zm00001eb009300
Zm00001d028279	Zm00001eb009310
Zm00001d028280	Zm00001eb009320
Zm00001d028281	chr1_28859139_28859504_+
Zm00001d028282	Zm00001eb009340
Zm00001d028284	Zm00001eb009360
Zm00001d028285	Zm00001eb009370
Zm00001d028286	Zm00001eb009380
Zm00001d028287	Zm00001eb009400
Zm00001d028288	Zm00001eb009410
Zm00001d028293	Zm00001eb009430
Zm00001d028294	Zm00001eb009460
Zm00001d028295	chr1_29220699_29226142_+
Zm00001d028296	Zm00001eb009480
Zm00001d028297	Zm00001eb009490
Zm00001d028298	Zm00001eb009500
Zm00001d028299	Zm00001eb009510
Zm00001d028302	chr1_29492841_29503327_+
Zm00001d028303	Zm00001eb009540
Zm00001d028304	Zm00001eb009550
Zm00001d028305	Zm00001eb009560
Zm00001d028307	Zm00001eb009570
Zm00001d028308	Zm00001eb009580
Zm00001d028309	Zm00001eb009580
Zm00001d028311	Zm00001eb009600
Zm00001d028312	Zm00001eb009610
Zm00001d028313	Zm00001eb009620
Zm00001d028314	Zm00001eb009630
Zm00001d028315	Zm00001eb009630
Zm00001d028317	Zm00001eb009640
Zm00001d028318	chr1_30274262_30275441_+
Zm00001d028319	Zm00001eb009660
Zm00001d028320	Zm00001eb009670
Zm00001d028323	Zm00001eb009690
Zm00001d028325	Zm00001eb009730
Zm00001d028326	chr1_30636791_30637177_+
Zm00001d028327	chr1_30652576_30653112_+
Zm00001d028328	Zm00001eb009770
Zm00001d028330	Zm00001eb009800
Zm00001d028331	Zm00001eb009780
Zm00001d028332	Zm00001eb009810
Zm00001d028333	chr1_30754964_30755428_-
Zm00001d028335	Zm00001eb009820
Zm00001d028335	Zm00001eb009830
Zm00001d028336	Zm00001eb009840
Zm00001d028337	Zm00001eb009850
Zm00001d028338	Zm00001eb009870
Zm00001d028340	chr1_30999024_30999443_-
Zm00001d028341	chr1_31020476_31021328_-
Zm00001d028343	chr1_31035800_31037354_+
Zm00001d028344	Zm00001eb009890
Zm00001d028347	Zm00001eb009930
Zm00001d028348	Zm00001eb009940
Zm00001d028349	Zm00001eb009950
Zm00001d028351	chr1_31348949_31352466_-
Zm00001d028352	Zm00001eb009960
Zm00001d028354	Zm00001eb009980
Zm00001d028355	Zm00001eb009990
Zm00001d028356	Zm00001eb010000
Zm00001d028357	Zm00001eb010010
Zm00001d028358	Zm00001eb010020
Zm00001d028359	Zm00001eb010030
Zm00001d028360	Zm00001eb010040
Zm00001d028361	Zm00001eb010050
Zm00001d028362	Zm00001eb010060
Zm00001d028363	Zm00001eb010070
Zm00001d028365	Zm00001eb010100
Zm00001d028366	Zm00001eb010110
Zm00001d028367	Zm00001eb010130
Zm00001d028368	Zm00001eb010140
Zm00001d028369	Zm00001eb010150
Zm00001d028370	Zm00001eb010160
Zm00001d028371	Zm00001eb010170
Zm00001d028372	Zm00001eb010190
Zm00001d028373	Zm00001eb010200
Zm00001d028374	Zm00001eb010210
Zm00001d028375	Zm00001eb010230
Zm00001d028377	Zm00001eb010240
Zm00001d028378	Zm00001eb010250
Zm00001d028379	Zm00001eb010260
Zm00001d028380	Zm00001eb010270
Zm00001d028380	Zm00001eb010280
Zm00001d028382	Zm00001eb010290
Zm00001d028384	Zm00001eb010300
Zm00001d028385	Zm00001eb010310
Zm00001d028386	Zm00001eb010320
Zm00001d028388	Zm00001eb010330
Zm00001d028389	Zm00001eb010340
Zm00001d028390	Zm00001eb010350
Zm00001d028391	Zm00001eb010360
Zm00001d028392	Zm00001eb010370
Zm00001d028393	Zm00001eb010380
Zm00001d028394	chr1_32859806_32860504_+
Zm00001d028395	Zm00001eb010390
Zm00001d028396	Zm00001eb010400
Zm00001d028397	Zm00001eb010410
Zm00001d028398	Zm00001eb010420
Zm00001d028400	Zm00001eb010450
Zm00001d028401	Zm00001eb010460
Zm00001d028402	chr1_33316538_33317239_-
Zm00001d028404	Zm00001eb010480
Zm00001d028405	Zm00001eb010490
Zm00001d028406	Zm00001eb010500
Zm00001d028408	Zm00001eb010530
Zm00001d028409	Zm00001eb010540
Zm00001d028410	Zm00001eb010550
Zm00001d028412	Zm00001eb010560
Zm00001d028413	Zm00001eb010570
Zm00001d028414	Zm00001eb010590
Zm00001d028415	Zm00001eb010600
Zm00001d028416	Zm00001eb010610
Zm00001d028417	Zm00001eb010620
Zm00001d028419	Zm00001eb010640
Zm00001d028422	Zm00001eb010650
Zm00001d028423	Zm00001eb010660
Zm00001d028424	Zm00001eb010680
Zm00001d028425	Zm00001eb010690
Zm00001d028426	Zm00001eb010700
Zm00001d028427	Zm00001eb010710
Zm00001d028428	Zm00001eb010730
Zm00001d028429	Zm00001eb010740
Zm00001d028431	Zm00001eb010750
Zm00001d028431	Zm00001eb010760
Zm00001d028432	Zm00001eb010770
Zm00001d028433	chr1_34545451_34547075_-
Zm00001d028434	Zm00001eb010780
Zm00001d028436	Zm00001eb010790
Zm00001d028437	Zm00001eb010800
Zm00001d028438	Zm00001eb010810
Zm00001d028439	Zm00001eb010820
Zm00001d028440	Zm00001eb010840
Zm00001d028441	chr1_34750906_34751085_-
Zm00001d028443	Zm00001eb010860
Zm00001d028445	Zm00001eb010890
Zm00001d028447	Zm00001eb010910
Zm00001d028450	Zm00001eb010950
Zm00001d028451	Zm00001eb010960
Zm00001d028485	Zm00001eb010980
Zm00001d028484	Zm00001eb010990
Zm00001d028482	Zm00001eb011000
Zm00001d028481	Zm00001eb011010
Zm00001d028480	chr1_35318436_35318792_+
Zm00001d028477	Zm00001eb011020
Zm00001d028475	Zm00001eb011040
Zm00001d028474	Zm00001eb011050
Zm00001d028473	Zm00001eb011060
Zm00001d028472	Zm00001eb011070
Zm00001d028471	Zm00001eb011080
Zm00001d028470	Zm00001eb011090
Zm00001d028469	Zm00001eb011110
Zm00001d028467	Zm00001eb011120
Zm00001d028465	Zm00001eb011140
Zm00001d028464	Zm00001eb011150
Zm00001d028464	Zm00001eb011160
Zm00001d028463	Zm00001eb011170
Zm00001d028461	chr1_36126947_36128516_-
Zm00001d028458	Zm00001eb011200
Zm00001d028457	Zm00001eb011210
Zm00001d028456	Zm00001eb011220
Zm00001d028453	Zm00001eb011230
Zm00001d028455	Zm00001eb011240
Zm00001d028454	Zm00001eb011250
Zm00001d028452	Zm00001eb011270
Zm00001d028486	Zm00001eb011280
Zm00001d028488	Zm00001eb011290
Zm00001d028489	chr1_36378196_36381406_+
Zm00001d028490	Zm00001eb011300
Zm00001d028493	Zm00001eb011310
Zm00001d028494	chr1_36625260_36625556_+
Zm00001d028495	Zm00001eb011320
Zm00001d028496	chr1_36750619_36752336_-
Zm00001d028497	Zm00001eb011330
Zm00001d049395	chr1_36791680_36793968_-
Zm00001d032579	chr1_36794056_36794598_-
Zm00001d028498	Zm00001eb011340
Zm00001d028499	chr1_36798711_36803761_-
Zm00001d028500	chr1_36818666_36820034_-
Zm00001d028501	chr1_36821000_36821815_+
Zm00001d028500	chr1_36821983_36821991_-
Zm00001d028502	Zm00001eb011350
Zm00001d028503	Zm00001eb011360
Zm00001d028504	Zm00001eb011370
Zm00001d028505	Zm00001eb011380
Zm00001d028508	Zm00001eb011410
Zm00001d028509	Zm00001eb011420
Zm00001d028510	Zm00001eb011430
Zm00001d028511	Zm00001eb011450
Zm00001d028512	Zm00001eb011460
Zm00001d028513	Zm00001eb011470
Zm00001d028514	Zm00001eb011480
Zm00001d028515	Zm00001eb011490
Zm00001d028517	chr1_37541851_37542458_-
Zm00001d028518	chr1_37545615_37546407_+
Zm00001d028519	chr1_37604443_37609649_+
Zm00001d028520	Zm00001eb011520
Zm00001d028521	Zm00001eb011520
Zm00001d028522	Zm00001eb011530
Zm00001d028523	chr1_37652683_37653591_-
Zm00001d028524	Zm00001eb011550
Zm00001d028525	chr1_37697868_37703734_-
Zm00001d028526	Zm00001eb011560
Zm00001d028527	Zm00001eb011570
Zm00001d028528	Zm00001eb011580
Zm00001d028529	Zm00001eb011590
Zm00001d028530	Zm00001eb011600
Zm00001d028531	Zm00001eb011610
Zm00001d028532	Zm00001eb011620
Zm00001d028533	Zm00001eb011630
Zm00001d028534	Zm00001eb011640
Zm00001d028535	Zm00001eb011650
Zm00001d028536	Zm00001eb011670
Zm00001d028537	Zm00001eb011680
Zm00001d028538	Zm00001eb011700
Zm00001d028539	Zm00001eb011720
Zm00001d028540	Zm00001eb011730
Zm00001d028541	chr1_38260925_38261291_-
Zm00001d028542	Zm00001eb011750
Zm00001d028542	Zm00001eb011760
Zm00001d028543	Zm00001eb011780
Zm00001d028546	Zm00001eb011800
Zm00001d028547	Zm00001eb011810
Zm00001d028548	Zm00001eb011820
Zm00001d028549	Zm00001eb011830
Zm00001d028550	Zm00001eb011840
Zm00001d028552	Zm00001eb011850
Zm00001d028554	chr1_38571047_38574401_-
Zm00001d028555	Zm00001eb011880
Zm00001d028556	Zm00001eb011890
Zm00001d028557	Zm00001eb011900
Zm00001d028558	Zm00001eb011910
Zm00001d028560	Zm00001eb011920
Zm00001d028561	Zm00001eb011930
Zm00001d028562	Zm00001eb011940
Zm00001d028563	chr1_38796253_38796461_+
Zm00001d028564	chr1_38796320_38796958_-
Zm00001d028563	chr1_38797044_38797194_+
Zm00001d028565	Zm00001eb011950
Zm00001d028566	Zm00001eb011960
Zm00001d028567	Zm00001eb011970
Zm00001d028568	Zm00001eb011980
Zm00001d028569	Zm00001eb011990
Zm00001d028570	Zm00001eb012000
Zm00001d028571	Zm00001eb012010
Zm00001d028572	Zm00001eb012020
Zm00001d028574	Zm00001eb012040
Zm00001d028575	Zm00001eb012060
Zm00001d028576	Zm00001eb012070
Zm00001d028577	Zm00001eb012080
Zm00001d028579	Zm00001eb012100
Zm00001d028582	chr1_39376826_39377555_-
Zm00001d028584	Zm00001eb012120
Zm00001d028585	Zm00001eb012130
Zm00001d028586	Zm00001eb012140
Zm00001d028587	Zm00001eb012150
Zm00001d028588	Zm00001eb012160
Zm00001d028590	Zm00001eb012180
Zm00001d028591	Zm00001eb012190
Zm00001d028592	chr1_39700771_39701217_+
Zm00001d028593	Zm00001eb012200
Zm00001d028594	chr1_39799538_39800591_+
Zm00001d028595	chr1_39816020_39816654_+
Zm00001d028596	Zm00001eb012210
Zm00001d028597	Zm00001eb012220
Zm00001d028599	Zm00001eb012250
Zm00001d028601	Zm00001eb012270
Zm00001d028603	Zm00001eb012280
Zm00001d028604	Zm00001eb012290
Zm00001d028605	Zm00001eb012290
Zm00001d028606	Zm00001eb012300
Zm00001d028608	Zm00001eb012310
Zm00001d028609	chr1_40344738_40345868_+
Zm00001d028611	Zm00001eb012320
Zm00001d028612	Zm00001eb012330
Zm00001d028613	Zm00001eb012340
Zm00001d028615	Zm00001eb012350
Zm00001d028616	Zm00001eb012360
Zm00001d028617	chr1_40572143_40573099_+
Zm00001d028618	chr1_40574416_40590797_-
Zm00001d028619	Zm00001eb012380
Zm00001d028621	Zm00001eb012400
Zm00001d028622	Zm00001eb012410
Zm00001d028623	Zm00001eb012430
Zm00001d028625	Zm00001eb012440
Zm00001d028627	chr1_40884080_40901260_+
Zm00001d020962	chr1_40960991_40961596_-
Zm00001d028630	Zm00001eb012470
Zm00001d028631	Zm00001eb012480
Zm00001d028632	Zm00001eb012490
Zm00001d028633	chr1_41041873_41044291_+
Zm00001d028635	chr1_41050097_41050786_-
Zm00001d028639	Zm00001eb012510
Zm00001d028640	chr1_41151587_41153429_-
Zm00001d028641	chr1_41164272_41164628_-
Zm00001d028642	Zm00001eb012530
Zm00001d028643	Zm00001eb012540
Zm00001d028645	chr1_41291392_41292577_-
Zm00001d028646	chr1_41294814_41296438_-
Zm00001d028647	Zm00001eb012550
Zm00001d028649	Zm00001eb012560
Zm00001d028651	Zm00001eb012570
Zm00001d028652	chr1_41382800_41385582_-
Zm00001d028653	Zm00001eb012580
Zm00001d028654	Zm00001eb012590
Zm00001d028655	Zm00001eb012600
Zm00001d028656	Zm00001eb012610
Zm00001d028657	Zm00001eb012620
Zm00001d028658	chr1_41680453_41681119_+
Zm00001d028659	chr1_41687959_41689522_-
Zm00001d028660	Zm00001eb012650
Zm00001d028661	Zm00001eb012660
Zm00001d028662	Zm00001eb012670
Zm00001d028664	Zm00001eb012680
Zm00001d028665	Zm00001eb012690
Zm00001d028667	Zm00001eb012700
Zm00001d028668	Zm00001eb012710
Zm00001d028669	Zm00001eb012740
Zm00001d028669	Zm00001eb012720
Zm00001d028670	Zm00001eb012750
Zm00001d028671	Zm00001eb012760
Zm00001d028672	Zm00001eb012770
Zm00001d028673	chr1_42157915_42158681_-
Zm00001d028675	chr1_42322711_42323196_+
Zm00001d028676	Zm00001eb012780
Zm00001d028678	chr1_42344692_42345847_+
Zm00001d028679	Zm00001eb012790
Zm00001d028680	Zm00001eb012800
Zm00001d028685	Zm00001eb012830
Zm00001d028686	Zm00001eb012850
Zm00001d028687	Zm00001eb012860
Zm00001d028688	chr1_42735277_42736215_+
Zm00001d028689	Zm00001eb012880
Zm00001d028690	Zm00001eb012890
Zm00001d028691	Zm00001eb012900
Zm00001d028692	Zm00001eb012910
Zm00001d028692	Zm00001eb012920
Zm00001d028693	Zm00001eb012930
Zm00001d028694	Zm00001eb012940
Zm00001d028695	Zm00001eb012950
Zm00001d028696	Zm00001eb012960
Zm00001d028697	Zm00001eb012970
Zm00001d028698	Zm00001eb012980
Zm00001d028699	Zm00001eb013000
Zm00001d028701	Zm00001eb013010
Zm00001d028702	Zm00001eb013020
Zm00001d028704	Zm00001eb013030
Zm00001d028705	Zm00001eb013040
Zm00001d028707	Zm00001eb013060
Zm00001d028708	chr1_43515523_43515696_+
Zm00001d028709	Zm00001eb013080
Zm00001d028710	Zm00001eb013090
Zm00001d028711	Zm00001eb013100
Zm00001d028712	Zm00001eb013110
Zm00001d028713	Zm00001eb013120
Zm00001d028714	Zm00001eb013130
Zm00001d028715	Zm00001eb013140
Zm00001d028718	chr1_43803453_43803730_-
Zm00001d032403	chr1_43866874_43867899_+
Zm00001d028720	Zm00001eb013150
Zm00001d028721	chr1_43964392_43965206_-
Zm00001d028722	Zm00001eb013170
Zm00001d028725	Zm00001eb013180
Zm00001d028726	Zm00001eb013190
Zm00001d028727	Zm00001eb013220
Zm00001d028728	Zm00001eb013230
Zm00001d028730	Zm00001eb013240
Zm00001d028731	Zm00001eb013250
Zm00001d028732	Zm00001eb013260
Zm00001d028733	Zm00001eb013270
Zm00001d028735	Zm00001eb013280
Zm00001d028735	Zm00001eb013290
Zm00001d028736	Zm00001eb013300
Zm00001d028737	chr1_44357017_44357504_-
Zm00001d028738	chr1_44389496_44391770_+
Zm00001d028739	Zm00001eb013310
Zm00001d028742	Zm00001eb013340
Zm00001d028743	Zm00001eb013350
Zm00001d028744	Zm00001eb013360
Zm00001d028745	Zm00001eb013370
Zm00001d028746	Zm00001eb013380
Zm00001d028747	Zm00001eb013390
Zm00001d028748	Zm00001eb013410
Zm00001d028749	Zm00001eb013420
Zm00001d028750	Zm00001eb013430
Zm00001d028751	Zm00001eb013440
Zm00001d028752	Zm00001eb013450
Zm00001d028753	Zm00001eb013460
Zm00001d028754	Zm00001eb013480
Zm00001d028755	Zm00001eb013490
Zm00001d028756	Zm00001eb013500
Zm00001d028757	Zm00001eb013500
Zm00001d028757	Zm00001eb013510
Zm00001d028759	Zm00001eb013520
Zm00001d028760	chr1_45387000_45387263_+
Zm00001d028761	Zm00001eb013540
Zm00001d028762	Zm00001eb013550
Zm00001d028765	Zm00001eb013560
Zm00001d028766	chr1_45522923_45525438_+
Zm00001d028767	Zm00001eb013580
Zm00001d028768	Zm00001eb013590
Zm00001d028769	Zm00001eb013600
Zm00001d028770	Zm00001eb013610
Zm00001d028771	Zm00001eb013620
Zm00001d028772	Zm00001eb013630
Zm00001d028773	Zm00001eb013640
Zm00001d028774	Zm00001eb013650
Zm00001d028775	Zm00001eb013660
Zm00001d028776	Zm00001eb013660
Zm00001d028777	Zm00001eb013670
Zm00001d028778	Zm00001eb013680
Zm00001d028779	Zm00001eb013690
Zm00001d028780	Zm00001eb013700
Zm00001d028782	Zm00001eb013710
Zm00001d028783	Zm00001eb013720
Zm00001d028784	Zm00001eb013730
Zm00001d028785	Zm00001eb013740
Zm00001d028786	Zm00001eb013750
Zm00001d028787	Zm00001eb013760
Zm00001d028788	chr1_46043432_46046811_-
Zm00001d028789	chr1_46047651_46047739_+
Zm00001d028788	chr1_46048042_46048078_-
Zm00001d028789	Zm00001eb013770
Zm00001d028791	chr1_46051050_46061199_-
Zm00001d028793	Zm00001eb013780
Zm00001d028794	chr1_46141586_46143760_+
Zm00001d028795	chr1_46145735_46146531_+
Zm00001d028796	Zm00001eb013800
Zm00001d028797	Zm00001eb013810
Zm00001d028798	Zm00001eb013820
Zm00001d028799	Zm00001eb013830
Zm00001d028801	Zm00001eb013840
Zm00001d028802	Zm00001eb013850
Zm00001d028803	Zm00001eb013860
Zm00001d028804	Zm00001eb013870
Zm00001d028806	Zm00001eb013890
Zm00001d028807	Zm00001eb013900
Zm00001d028808	Zm00001eb013910
Zm00001d028809	Zm00001eb013920
Zm00001d028810	Zm00001eb013940
Zm00001d028811	Zm00001eb013950
Zm00001d028812	Zm00001eb013970
Zm00001d028813	Zm00001eb013980
Zm00001d028814	Zm00001eb013990
Zm00001d028815	Zm00001eb014000
Zm00001d028816	Zm00001eb014010
Zm00001d028818	Zm00001eb014030
Zm00001d028819	Zm00001eb014020
Zm00001d028820	Zm00001eb014050
Zm00001d028821	Zm00001eb014060
Zm00001d028822	Zm00001eb014070
Zm00001d028823	Zm00001eb014080
Zm00001d028824	Zm00001eb014090
Zm00001d028825	Zm00001eb014110
Zm00001d028826	Zm00001eb014120
Zm00001d028827	Zm00001eb014130
Zm00001d028828	Zm00001eb014140
Zm00001d028829	Zm00001eb014150
Zm00001d028830	Zm00001eb014160
Zm00001d028831	Zm00001eb014170
Zm00001d028832	chr1_47580003_47593670_+
Zm00001d028834	Zm00001eb014180
Zm00001d028835	Zm00001eb014190
Zm00001d028836	chr1_47779548_47780457_+
Zm00001d028837	chr1_47781494_47781748_+
Zm00001d028838	Zm00001eb014210
Zm00001d028839	chr1_47830086_47830487_-
Zm00001d028840	Zm00001eb014240
Zm00001d028841	Zm00001eb014250
Zm00001d028842	Zm00001eb014260
Zm00001d028849	Zm00001eb014280
Zm00001d028850	Zm00001eb014350
Zm00001d028845	Zm00001eb014420
Zm00001d028854	Zm00001eb014430
Zm00001d028855	Zm00001eb014440
Zm00001d028859	chr1_48186908_48187439_-
Zm00001d028861	chr1_48190541_48191935_+
Zm00001d028862	Zm00001eb014450
Zm00001d028863	Zm00001eb014460
Zm00001d028865	chr1_48380608_48381585_-
Zm00001d028866	Zm00001eb014470
Zm00001d028867	Zm00001eb014490
Zm00001d028868	Zm00001eb014500
Zm00001d028870	Zm00001eb014520
Zm00001d028871	Zm00001eb014540
Zm00001d028872	Zm00001eb014540
Zm00001d028873	Zm00001eb014550
Zm00001d028874	Zm00001eb014560
Zm00001d028875	Zm00001eb014570
Zm00001d028876	Zm00001eb014580
Zm00001d028877	chr1_48912957_48913392_+
Zm00001d028878	chr1_48914445_48915425_+
Zm00001d028879	Zm00001eb014590
Zm00001d028880	Zm00001eb014600
Zm00001d028881	chr1_49010495_49011093_+
Zm00001d028882	Zm00001eb014610
Zm00001d028883	Zm00001eb014620
Zm00001d028884	chr1_49024064_49032856_+
Zm00001d028885	Zm00001eb014630
Zm00001d028886	Zm00001eb014640
Zm00001d028887	Zm00001eb014680
Zm00001d028888	Zm00001eb014700
Zm00001d028889	Zm00001eb014720
Zm00001d028890	Zm00001eb014730
Zm00001d028894	Zm00001eb014740
Zm00001d028895	Zm00001eb014750
Zm00001d028896	Zm00001eb014760
Zm00001d028898	Zm00001eb014780
Zm00001d028899	Zm00001eb014790
Zm00001d028900	Zm00001eb014800
Zm00001d028901	Zm00001eb014810
Zm00001d028902	Zm00001eb014820
Zm00001d028903	Zm00001eb014830
Zm00001d028904	Zm00001eb014840
Zm00001d028905	Zm00001eb014850
Zm00001d028906	chr1_49942615_49942725_+
Zm00001d028907	Zm00001eb014870
Zm00001d028909	Zm00001eb014890
Zm00001d028910	Zm00001eb014900
Zm00001d028912	Zm00001eb014930
Zm00001d028915	Zm00001eb014970
Zm00001d028915	Zm00001eb014960
Zm00001d028916	Zm00001eb014980
Zm00001d028917	Zm00001eb015000
Zm00001d028918	Zm00001eb015010
Zm00001d028919	Zm00001eb015020
Zm00001d028920	Zm00001eb015030
Zm00001d028921	Zm00001eb015040
Zm00001d028922	Zm00001eb015050
Zm00001d028923	Zm00001eb015060
Zm00001d028924	Zm00001eb015070
Zm00001d028925	Zm00001eb015080
Zm00001d028926	Zm00001eb015090
Zm00001d028928	Zm00001eb015100
Zm00001d028929	Zm00001eb015110
Zm00001d028930	Zm00001eb015120
Zm00001d028931	Zm00001eb015130
Zm00001d028935	Zm00001eb015140
Zm00001d028936	Zm00001eb015150
